132571,7000,6,218,120,145,1,1
133071,7000,6,218,120,145,1,1
133571,7000,6,218,120,145,1,1
134071,7000,6,218,120,145,1,1
134571,7000,6,218,120,145,1,1
135071,7000,6,218,120,145,1,1
135571,7000,6,218,120,145,1,1
136071,7000,6,218,120,145,1,1
136571,7000,6,218,120,145,1,1
137071,7000,6,218,120,145,1,1
137571,7000,6,218,120,145,1,1
138071,7000,6,218,120,145,1,1
138571,7000,6,218,120,145,1,1
139071,7000,6,218,120,145,1,1
139571,7000,6,218,120,145,1,1
140071,7000,6,218,120,145,1,1
140571,7000,6,218,120,145,1,1
141071,7000,6,218,120,145,1,1
141571,7000,6,218,120,145,1,1
142071,7000,6,218,120,145,1,1
142571,7000,6,218,120,145,1,1
143071,7000,6,218,120,145,1,1
143571,7000,6,218,120,145,1,1
144071,7000,6,218,120,145,1,1
144571,7000,6,218,120,145,1,1
145071,7000,6,218,120,145,1,1
145571,7000,6,218,120,145,1,1
146071,7000,6,218,120,145,1,1
146571,7000,6,218,120,145,1,1
147071,7000,6,218,120,145,1,1
147571,7000,6,218,120,145,1,1
148071,7000,6,218,120,145,1,1
148571,7000,6,218,120,145,1,1
149071,7000,6,218,120,145,1,1
149571,7000,6,218,120,145,1,1
150071,7000,6,218,120,145,1,1
150571,7000,6,218,120,145,1,1
151071,7000,6,218,120,145,1,1
151571,7000,6,218,120,145,1,1
152071,7000,6,218,120,145,1,1
152571,7000,6,218,120,145,1,1
153071,7000,6,218,120,145,1,1
153571,7000,6,218,120,145,1,1
154071,7000,6,218,120,145,1,1
154571,7000,6,218,120,145,1,1
155071,7000,6,218,120,145,1,1
155571,7000,6,218,120,145,1,1
156071,7000,6,218,120,145,1,1
156571,7000,6,218,120,145,1,1
157071,7000,6,218,120,145,1,1
157571,7000,6,218,120,145,1,1
158071,7000,6,218,120,145,1,1
158571,7000,6,218,120,145,1,1
159071,7000,6,218,120,145,1,1
159571,7000,6,218,120,145,1,1
160071,7000,6,218,120,145,1,1
160571,7000,6,218,120,145,1,1
161071,7000,6,218,120,145,1,1
161571,7000,6,218,120,145,1,1
162071,7000,6,218,120,145,1,1
162571,7000,6,218,120,145,1,1
